_Nb Properties (Expression),Amenities,Bathrooms,Bedrooms,City,Country,Date,Latitude,Longitude,Main Date: Month,Main Date: Month (Display),Main Date: Year,Profile,Property,Property Id,Property Type,Zip Code,_Max Theoretical Revenue (Expression),_Total Expenses (Expression),_Total Revenue (Expression),Expenses % ,Expenses %   MTD   (Current Month),Expenses %   MTD   (Previous Month),Gross Rental Yield,Gross Rental Yield  MTD   (Current Month),Gross Rental Yield  MTD   (Previous Month),Gross Rental Yield  MTD  (Previous Year),Gross Rental Yield  YTD  (Current Year),Indicator,Living Space,Max Theoretical Revenue,Monthly Expenses,Monthly Rent,Monthly Revenue,Nb Properties,Net Rental Yield,Net Rental Yield  MTD   (Current Month),Net Rental Yield  MTD   (Previous Month),Net Rental Yield  MTD  (Previous Year),Net Rental Yield  YTD  (Current Year),Net Rental Yield  YTD  (Previous Year),Net Rental Yield Perf. -  Value,Net Rental Yield Perf. - Reference,Net Rental Yield Perf. - Value vs Reference,Net Rental Yield Perf. - Value vs Reference %,Net Rental Yield Perf. - Value vs Reference (pt),Net Rental Yield Perf. - Value vs Reference (shape),Net Revenue,Net Revenue  MTD   (Current Month),Net Revenue  MTD   (Previous Month),Net Revenue  MTD  (Previous Year),Net Revenue  YTD  (Current Year),Net Revenue  YTD  (Previous Year),Net Revenue Perf. -  Value,Net Revenue Perf. - Reference,Net Revenue Perf. - Value vs Reference,Net Revenue Perf. - Value vs Reference %,Net Revenue Perf. - Value vs Reference (shape),Occupancy Rate,Placeholder (num),Property Class Yield ,Property Cost,Total Expenses,Total Expenses  MTD   (Current Month),Total Expenses  MTD   (Previous Month),Total Expenses  MTD  (Previous Year),Total Expenses  YTD  (Current Year),Total Expenses  YTD  (Previous Year),Total Expenses Perf. -  Value,Total Expenses Perf. - Reference,Total Expenses Perf. - Value vs Reference,Total Expenses Perf. - Value vs Reference %,Total Expenses Perf. - Value vs Reference (shape),Total Revenue,Total Revenue  MTD   (Current Month),Total Revenue  MTD   (Previous Month),Total Revenue  MTD  (Previous Year),Total Revenue  YTD  (Current Year),Total Revenue  YTD  (Previous Year),Total Revenue Perf. -  Value,Total Revenue Perf. - Reference,Total Revenue Perf. - Value vs Reference
"Suite 255,  Course Obrien Isle",Luxurious,2 bathrooms,3 bedrooms,San Francisco,US,8/1/2023,37.77617703,-122.4279219,8,Aug,2023,Apt-Lux-3 Bed.,"Suite 255,  Course Obrien Isle",13,Apartment,94102,6576,3016.84,6576,45.90%,,45.90%,6.70%,,6.70%,,6.70%,3559.16,731,"$6,576 ",3016.84,6576,6576,1,3.60%,,3.60%,,3.60%,,3.60%,,3.60%,,,▲,"$3,559 ",$0 ,"$3,559 ",$0 ,"$3,559 ",$0 ,"$3,559 ",$0 ,"$3,559 ",,▲,100%,0,LOW YIELD,1175753,"$3,017 ",,"$3,017 ",,"$3,017 ",,"$3,017 ",,"$3,017 ",,▲,"$6,576 ",,"$6,576 ",,"$6,576 ",,"$6,576 ",,"$6,576 "
"Suite 255,  Course Obrien Isle",Luxurious,2 bathrooms,3 bedrooms,San Francisco,US,7/1/2023,37.77617703,-122.4279219,7,Jul,2023,Apt-Lux-3 Bed.,"Suite 255,  Course Obrien Isle",13,Apartment,94102,6576,3016.84,6576,45.90%,,,6.70%,,,,6.70%,3559.16,731,"$6,576 ",3016.84,6576,6576,1,3.60%,,,,3.60%,,3.60%,,3.60%,,,▲,"$3,559 ",$0 ,$0 ,$0 ,"$3,559 ",$0 ,"$3,559 ",$0 ,"$3,559 ",,▲,100%,0,LOW YIELD,1175753,"$3,017 ",,,,"$3,017 ",,"$3,017 ",,"$3,017 ",,▲,"$6,576 ",,,,"$6,576 ",,"$6,576 ",,"$6,576 "
"Suite 255,  Course Obrien Isle",Luxurious,2 bathrooms,3 bedrooms,San Francisco,US,6/1/2023,37.77617703,-122.4279219,6,Jun,2023,Apt-Lux-3 Bed.,"Suite 255,  Course Obrien Isle",13,Apartment,94102,6576,3016.84,6576,45.90%,,,6.70%,,,,6.70%,3559.16,731,"$6,576 ",3016.84,6576,6576,1,3.60%,,,,3.60%,,3.60%,,3.60%,,,▲,"$3,559 ",$0 ,$0 ,$0 ,"$3,559 ",$0 ,"$3,559 ",$0 ,"$3,559 ",,▲,100%,0,LOW YIELD,1175753,"$3,017 ",,,,"$3,017 ",,"$3,017 ",,"$3,017 ",,▲,"$6,576 ",,,,"$6,576 ",,"$6,576 ",,"$6,576 "
"Suite 255,  Course Obrien Isle",Luxurious,2 bathrooms,3 bedrooms,San Francisco,US,5/1/2023,37.77617703,-122.4279219,5,May,2023,Apt-Lux-3 Bed.,"Suite 255,  Course Obrien Isle",13,Apartment,94102,6576,3016.84,6576,45.90%,,,6.70%,,,,6.70%,3559.16,731,"$6,576 ",3016.84,6576,6576,1,3.60%,,,,3.60%,,3.60%,,3.60%,,,▲,"$3,559 ",$0 ,$0 ,$0 ,"$3,559 ",$0 ,"$3,559 ",$0 ,"$3,559 ",,▲,100%,0,LOW YIELD,1175753,"$3,017 ",,,,"$3,017 ",,"$3,017 ",,"$3,017 ",,▲,"$6,576 ",,,,"$6,576 ",,"$6,576 ",,"$6,576 "
"Suite 255,  Course Obrien Isle",Luxurious,2 bathrooms,3 bedrooms,San Francisco,US,4/1/2023,37.77617703,-122.4279219,4,Apr,2023,Apt-Lux-3 Bed.,"Suite 255,  Course Obrien Isle",13,Apartment,94102,6576,3016.84,6576,45.90%,,,6.70%,,,,6.70%,3559.16,731,"$6,576 ",3016.84,6576,6576,1,3.60%,,,,3.60%,,3.60%,,3.60%,,,▲,"$3,559 ",$0 ,$0 ,$0 ,"$3,559 ",$0 ,"$3,559 ",$0 ,"$3,559 ",,▲,100%,0,LOW YIELD,1175753,"$3,017 ",,,,"$3,017 ",,"$3,017 ",,"$3,017 ",,▲,"$6,576 ",,,,"$6,576 ",,"$6,576 ",,"$6,576 "
"Apt. 697,  Branch Joseph Parks",High-End,2 bathrooms,4 bedrooms,South San Francisco,US,9/1/2023,37.64560533,-122.4494014,9,Sep,2023,Apt-High-End-4 Bed.,"Apt. 697,  Branch Joseph Parks",17,Apartment,94080,5601,1363.69,5601,24.30%,24.30%,,14.40%,14.40%,,,14.40%,4237.31,1011,"$5,601 ",1363.69,5601,5601,1,10.90%,10.90%,,,10.90%,,10.90%,,10.90%,,,▲,"$4,237 ","$4,237 ",$0 ,$0 ,"$4,237 ",$0 ,"$4,237 ",$0 ,"$4,237 ",,▲,100%,0,HIGH YIELD,465761,"$1,364 ","$1,364 ",,,"$1,364 ",,"$1,364 ",,"$1,364 ",,▲,"$5,601 ","$5,601 ",,,"$5,601 ",,"$5,601 ",,"$5,601 "
"Apt. 697,  Branch Joseph Parks",High-End,2 bathrooms,4 bedrooms,South San Francisco,US,8/1/2023,37.64560533,-122.4494014,8,Aug,2023,Apt-High-End-4 Bed.,"Apt. 697,  Branch Joseph Parks",17,Apartment,94080,5601,1363.69,5601,24.30%,,24.30%,14.40%,,14.40%,,14.40%,4237.31,1011,"$5,601 ",1363.69,5601,5601,1,10.90%,,10.90%,,10.90%,,10.90%,,10.90%,,,▲,"$4,237 ",$0 ,"$4,237 ",$0 ,"$4,237 ",$0 ,"$4,237 ",$0 ,"$4,237 ",,▲,100%,0,HIGH YIELD,465761,"$1,364 ",,"$1,364 ",,"$1,364 ",,"$1,364 ",,"$1,364 ",,▲,"$5,601 ",,"$5,601 ",,"$5,601 ",,"$5,601 ",,"$5,601 "
"Apt. 697,  Branch Joseph Parks",High-End,2 bathrooms,4 bedrooms,South San Francisco,US,7/1/2023,37.64560533,-122.4494014,7,Jul,2023,Apt-High-End-4 Bed.,"Apt. 697,  Branch Joseph Parks",17,Apartment,94080,5601,1363.69,5601,24.30%,,,14.40%,,,,14.40%,4237.31,1011,"$5,601 ",1363.69,5601,5601,1,10.90%,,,,10.90%,,10.90%,,10.90%,,,▲,"$4,237 ",$0 ,$0 ,$0 ,"$4,237 ",$0 ,"$4,237 ",$0 ,"$4,237 ",,▲,100%,0,HIGH YIELD,465761,"$1,364 ",,,,"$1,364 ",,"$1,364 ",,"$1,364 ",,▲,"$5,601 ",,,,"$5,601 ",,"$5,601 ",,"$5,601 "
"Apt. 697,  Branch Joseph Parks",High-End,2 bathrooms,4 bedrooms,South San Francisco,US,6/1/2023,37.64560533,-122.4494014,6,Jun,2023,Apt-High-End-4 Bed.,"Apt. 697,  Branch Joseph Parks",17,Apartment,94080,5601,1363.69,5601,24.30%,,,14.40%,,,,14.40%,4237.31,1011,"$5,601 ",1363.69,5601,5601,1,10.90%,,,,10.90%,,10.90%,,10.90%,,,▲,"$4,237 ",$0 ,$0 ,$0 ,"$4,237 ",$0 ,"$4,237 ",$0 ,"$4,237 ",,▲,100%,0,HIGH YIELD,465761,"$1,364 ",,,,"$1,364 ",,"$1,364 ",,"$1,364 ",,▲,"$5,601 ",,,,"$5,601 ",,"$5,601 ",,"$5,601 "
"Apt. 697,  Branch Joseph Parks",High-End,2 bathrooms,4 bedrooms,South San Francisco,US,5/1/2023,37.64560533,-122.4494014,5,May,2023,Apt-High-End-4 Bed.,"Apt. 697,  Branch Joseph Parks",17,Apartment,94080,5601,1363.69,5601,24.30%,,,14.40%,,,,14.40%,4237.31,1011,"$5,601 ",1363.69,5601,5601,1,10.90%,,,,10.90%,,10.90%,,10.90%,,,▲,"$4,237 ",$0 ,$0 ,$0 ,"$4,237 ",$0 ,"$4,237 ",$0 ,"$4,237 ",,▲,100%,0,HIGH YIELD,465761,"$1,364 ",,,,"$1,364 ",,"$1,364 ",,"$1,364 ",,▲,"$5,601 ",,,,"$5,601 ",,"$5,601 ",,"$5,601 "
"Apt. 697,  Branch Joseph Parks",High-End,2 bathrooms,4 bedrooms,South San Francisco,US,4/1/2023,37.64560533,-122.4494014,4,Apr,2023,Apt-High-End-4 Bed.,"Apt. 697,  Branch Joseph Parks",17,Apartment,94080,5601,1363.69,5601,24.30%,,,14.40%,,,,14.40%,4237.31,1011,"$5,601 ",1363.69,5601,5601,1,10.90%,,,,10.90%,,10.90%,,10.90%,,,▲,"$4,237 ",$0 ,$0 ,$0 ,"$4,237 ",$0 ,"$4,237 ",$0 ,"$4,237 ",,▲,100%,0,HIGH YIELD,465761,"$1,364 ",,,,"$1,364 ",,"$1,364 ",,"$1,364 ",,▲,"$5,601 ",,,,"$5,601 ",,"$5,601 ",,"$5,601 "
"Apt. 939,  Lights Brian Center",Mid-Range,1 bathroom,2 bedrooms,South San Francisco,US,9/1/2023,37.64123563,-122.4312146,9,Sep,2023,Furnished Apt-Mid-Range-2 Bed.,"Apt. 939,  Lights Brian Center",18,Furnished Apartment,94080,2445,568.2,2445,23.20%,23.20%,,18.90%,18.90%,,,18.90%,1876.8,635,"$2,445 ",568.2,2445,2445,1,14.50%,14.50%,,,14.50%,,14.50%,,14.50%,,,▲,"$1,877 ","$1,877 ",$0 ,$0 ,"$1,877 ",$0 ,"$1,877 ",$0 ,"$1,877 ",,▲,100%,0,HIGH YIELD,155190,$568 ,$568 ,,,$568 ,,$568 ,,$568 ,,▲,"$2,445 ","$2,445 ",,,"$2,445 ",,"$2,445 ",,"$2,445 "
"Apt. 939,  Lights Brian Center",Mid-Range,1 bathroom,2 bedrooms,South San Francisco,US,8/1/2023,37.64123563,-122.4312146,8,Aug,2023,Furnished Apt-Mid-Range-2 Bed.,"Apt. 939,  Lights Brian Center",18,Furnished Apartment,94080,2445,568.2,2445,23.20%,,23.20%,18.90%,,18.90%,,18.90%,1876.8,635,"$2,445 ",568.2,2445,2445,1,14.50%,,14.50%,,14.50%,,14.50%,,14.50%,,,▲,"$1,877 ",$0 ,"$1,877 ",$0 ,"$1,877 ",$0 ,"$1,877 ",$0 ,"$1,877 ",,▲,100%,0,HIGH YIELD,155190,$568 ,,$568 ,,$568 ,,$568 ,,$568 ,,▲,"$2,445 ",,"$2,445 ",,"$2,445 ",,"$2,445 ",,"$2,445 "
"Apt. 939,  Lights Brian Center",Mid-Range,1 bathroom,2 bedrooms,South San Francisco,US,7/1/2023,37.64123563,-122.4312146,7,Jul,2023,Furnished Apt-Mid-Range-2 Bed.,"Apt. 939,  Lights Brian Center",18,Furnished Apartment,94080,2445,568.2,2445,23.20%,,,18.90%,,,,18.90%,1876.8,635,"$2,445 ",568.2,2445,2445,1,14.50%,,,,14.50%,,14.50%,,14.50%,,,▲,"$1,877 ",$0 ,$0 ,$0 ,"$1,877 ",$0 ,"$1,877 ",$0 ,"$1,877 ",,▲,100%,0,HIGH YIELD,155190,$568 ,,,,$568 ,,$568 ,,$568 ,,▲,"$2,445 ",,,,"$2,445 ",,"$2,445 ",,"$2,445 "
"Apt. 939,  Lights Brian Center",Mid-Range,1 bathroom,2 bedrooms,South San Francisco,US,6/1/2023,37.64123563,-122.4312146,6,Jun,2023,Furnished Apt-Mid-Range-2 Bed.,"Apt. 939,  Lights Brian Center",18,Furnished Apartment,94080,2445,568.2,2445,23.20%,,,18.90%,,,,18.90%,1876.8,635,"$2,445 ",568.2,2445,2445,1,14.50%,,,,14.50%,,14.50%,,14.50%,,,▲,"$1,877 ",$0 ,$0 ,$0 ,"$1,877 ",$0 ,"$1,877 ",$0 ,"$1,877 ",,▲,100%,0,HIGH YIELD,155190,$568 ,,,,$568 ,,$568 ,,$568 ,,▲,"$2,445 ",,,,"$2,445 ",,"$2,445 ",,"$2,445 "
"Apt. 939,  Lights Brian Center",Mid-Range,1 bathroom,2 bedrooms,South San Francisco,US,5/1/2023,37.64123563,-122.4312146,5,May,2023,Furnished Apt-Mid-Range-2 Bed.,"Apt. 939,  Lights Brian Center",18,Furnished Apartment,94080,2445,568.2,2445,23.20%,,,18.90%,,,,18.90%,1876.8,635,"$2,445 ",568.2,2445,2445,1,14.50%,,,,14.50%,,14.50%,,14.50%,,,▲,"$1,877 ",$0 ,$0 ,$0 ,"$1,877 ",$0 ,"$1,877 ",$0 ,"$1,877 ",,▲,100%,0,HIGH YIELD,155190,$568 ,,,,$568 ,,$568 ,,$568 ,,▲,"$2,445 ",,,,"$2,445 ",,"$2,445 ",,"$2,445 "
"Apt. 939,  Lights Brian Center",Mid-Range,1 bathroom,2 bedrooms,South San Francisco,US,4/1/2023,37.64123563,-122.4312146,4,Apr,2023,Furnished Apt-Mid-Range-2 Bed.,"Apt. 939,  Lights Brian Center",18,Furnished Apartment,94080,2445,568.2,2445,23.20%,,,18.90%,,,,18.90%,1876.8,635,"$2,445 ",568.2,2445,2445,1,14.50%,,,,14.50%,,14.50%,,14.50%,,,▲,"$1,877 ",$0 ,$0 ,$0 ,"$1,877 ",$0 ,"$1,877 ",$0 ,"$1,877 ",,▲,100%,0,HIGH YIELD,155190,$568 ,,,,$568 ,,$568 ,,$568 ,,▲,"$2,445 ",,,,"$2,445 ",,"$2,445 ",,"$2,445 "
"Apt. 853,  Throughway Davis Wall",Mid-Range,3 bathrooms,4 bedrooms,South San Francisco,US,9/1/2023,37.66400018,-122.4021522,9,Sep,2023,Apt-Mid-Range-4 Bed.,"Apt. 853,  Throughway Davis Wall",32,Apartment,94080,6392,1113.5,6392,17.40%,17.40%,,10.50%,10.50%,,,10.50%,5278.5,1076,"$6,392 ",1113.5,6392,6392,1,8.70%,8.70%,,,8.70%,,8.70%,,8.70%,,,▲,"$5,279 ","$5,279 ",$0 ,$0 ,"$5,279 ",$0 ,"$5,279 ",$0 ,"$5,279 ",,▲,100%,0,HIGH YIELD,727089,"$1,114 ","$1,114 ",,,"$1,114 ",,"$1,114 ",,"$1,114 ",,▲,"$6,392 ","$6,392 ",,,"$6,392 ",,"$6,392 ",,"$6,392 "
"Apt. 853,  Throughway Davis Wall",Mid-Range,3 bathrooms,4 bedrooms,South San Francisco,US,8/1/2023,37.66400018,-122.4021522,8,Aug,2023,Apt-Mid-Range-4 Bed.,"Apt. 853,  Throughway Davis Wall",32,Apartment,94080,6392,1113.5,6392,17.40%,,17.40%,10.50%,,10.50%,,10.50%,5278.5,1076,"$6,392 ",1113.5,6392,6392,1,8.70%,,8.70%,,8.70%,,8.70%,,8.70%,,,▲,"$5,279 ",$0 ,"$5,279 ",$0 ,"$5,279 ",$0 ,"$5,279 ",$0 ,"$5,279 ",,▲,100%,0,HIGH YIELD,727089,"$1,114 ",,"$1,114 ",,"$1,114 ",,"$1,114 ",,"$1,114 ",,▲,"$6,392 ",,"$6,392 ",,"$6,392 ",,"$6,392 ",,"$6,392 "
"Apt. 853,  Throughway Davis Wall",Mid-Range,3 bathrooms,4 bedrooms,South San Francisco,US,7/1/2023,37.66400018,-122.4021522,7,Jul,2023,Apt-Mid-Range-4 Bed.,"Apt. 853,  Throughway Davis Wall",32,Apartment,94080,6392,1113.5,6392,17.40%,,,10.50%,,,,10.50%,5278.5,1076,"$6,392 ",1113.5,6392,6392,1,8.70%,,,,8.70%,,8.70%,,8.70%,,,▲,"$5,279 ",$0 ,$0 ,$0 ,"$5,279 ",$0 ,"$5,279 ",$0 ,"$5,279 ",,▲,100%,0,HIGH YIELD,727089,"$1,114 ",,,,"$1,114 ",,"$1,114 ",,"$1,114 ",,▲,"$6,392 ",,,,"$6,392 ",,"$6,392 ",,"$6,392 "
"Apt. 853,  Throughway Davis Wall",Mid-Range,3 bathrooms,4 bedrooms,South San Francisco,US,6/1/2023,37.66400018,-122.4021522,6,Jun,2023,Apt-Mid-Range-4 Bed.,"Apt. 853,  Throughway Davis Wall",32,Apartment,94080,6392,1113.5,6392,17.40%,,,10.50%,,,,10.50%,5278.5,1076,"$6,392 ",1113.5,6392,6392,1,8.70%,,,,8.70%,,8.70%,,8.70%,,,▲,"$5,279 ",$0 ,$0 ,$0 ,"$5,279 ",$0 ,"$5,279 ",$0 ,"$5,279 ",,▲,100%,0,HIGH YIELD,727089,"$1,114 ",,,,"$1,114 ",,"$1,114 ",,"$1,114 ",,▲,"$6,392 ",,,,"$6,392 ",,"$6,392 ",,"$6,392 "
"Apt. 853,  Throughway Davis Wall",Mid-Range,3 bathrooms,4 bedrooms,South San Francisco,US,5/1/2023,37.66400018,-122.4021522,5,May,2023,Apt-Mid-Range-4 Bed.,"Apt. 853,  Throughway Davis Wall",32,Apartment,94080,6392,1113.5,6392,17.40%,,,10.50%,,,,10.50%,5278.5,1076,"$6,392 ",1113.5,6392,6392,1,8.70%,,,,8.70%,,8.70%,,8.70%,,,▲,"$5,279 ",$0 ,$0 ,$0 ,"$5,279 ",$0 ,"$5,279 ",$0 ,"$5,279 ",,▲,100%,0,HIGH YIELD,727089,"$1,114 ",,,,"$1,114 ",,"$1,114 ",,"$1,114 ",,▲,"$6,392 ",,,,"$6,392 ",,"$6,392 ",,"$6,392 "
"Apt. 853,  Throughway Davis Wall",Mid-Range,3 bathrooms,4 bedrooms,South San Francisco,US,4/1/2023,37.66400018,-122.4021522,4,Apr,2023,Apt-Mid-Range-4 Bed.,"Apt. 853,  Throughway Davis Wall",32,Apartment,94080,6392,1113.5,6392,17.40%,,,10.50%,,,,10.50%,5278.5,1076,"$6,392 ",1113.5,6392,6392,1,8.70%,,,,8.70%,,8.70%,,8.70%,,,▲,"$5,279 ",$0 ,$0 ,$0 ,"$5,279 ",$0 ,"$5,279 ",$0 ,"$5,279 ",,▲,100%,0,HIGH YIELD,727089,"$1,114 ",,,,"$1,114 ",,"$1,114 ",,"$1,114 ",,▲,"$6,392 ",,,,"$6,392 ",,"$6,392 ",,"$6,392 "
"Suite 039,  Burg Jesse Avenue",High-End,1 bathroom,3 bedrooms,San Francisco,US,9/1/2023,37.79859265,-122.4791729,9,Sep,2023,Apt-High-End-3 Bed.,"Suite 039,  Burg Jesse Avenue",35,Apartment,94129,6827,2820.42,6827,41.30%,41.30%,,8.60%,8.60%,,,8.60%,4006.58,990,"$6,827 ",2820.42,6827,6827,1,5.10%,5.10%,,,5.10%,,5.10%,,5.10%,,,▲,"$4,007 ","$4,007 ",$0 ,$0 ,"$4,007 ",$0 ,"$4,007 ",$0 ,"$4,007 ",,▲,100%,0,MEDIUM YIELD,951930,"$2,820 ","$2,820 ",,,"$2,820 ",,"$2,820 ",,"$2,820 ",,▲,"$6,827 ","$6,827 ",,,"$6,827 ",,"$6,827 ",,"$6,827 "
"Suite 039,  Burg Jesse Avenue",High-End,1 bathroom,3 bedrooms,San Francisco,US,8/1/2023,37.79859265,-122.4791729,8,Aug,2023,Apt-High-End-3 Bed.,"Suite 039,  Burg Jesse Avenue",35,Apartment,94129,6827,2820.42,6827,41.30%,,41.30%,8.60%,,8.60%,,8.60%,4006.58,990,"$6,827 ",2820.42,6827,6827,1,5.10%,,5.10%,,5.10%,,5.10%,,5.10%,,,▲,"$4,007 ",$0 ,"$4,007 ",$0 ,"$4,007 ",$0 ,"$4,007 ",$0 ,"$4,007 ",,▲,100%,0,MEDIUM YIELD,951930,"$2,820 ",,"$2,820 ",,"$2,820 ",,"$2,820 ",,"$2,820 ",,▲,"$6,827 ",,"$6,827 ",,"$6,827 ",,"$6,827 ",,"$6,827 "
"Suite 039,  Burg Jesse Avenue",High-End,1 bathroom,3 bedrooms,San Francisco,US,7/1/2023,37.79859265,-122.4791729,7,Jul,2023,Apt-High-End-3 Bed.,"Suite 039,  Burg Jesse Avenue",35,Apartment,94129,6827,2820.42,6827,41.30%,,,8.60%,,,,8.60%,4006.58,990,"$6,827 ",2820.42,6827,6827,1,5.10%,,,,5.10%,,5.10%,,5.10%,,,▲,"$4,007 ",$0 ,$0 ,$0 ,"$4,007 ",$0 ,"$4,007 ",$0 ,"$4,007 ",,▲,100%,0,MEDIUM YIELD,951930,"$2,820 ",,,,"$2,820 ",,"$2,820 ",,"$2,820 ",,▲,"$6,827 ",,,,"$6,827 ",,"$6,827 ",,"$6,827 "
"Suite 039,  Burg Jesse Avenue",High-End,1 bathroom,3 bedrooms,San Francisco,US,6/1/2023,37.79859265,-122.4791729,6,Jun,2023,Apt-High-End-3 Bed.,"Suite 039,  Burg Jesse Avenue",35,Apartment,94129,6827,2820.42,6827,41.30%,,,8.60%,,,,8.60%,4006.58,990,"$6,827 ",2820.42,6827,6827,1,5.10%,,,,5.10%,,5.10%,,5.10%,,,▲,"$4,007 ",$0 ,$0 ,$0 ,"$4,007 ",$0 ,"$4,007 ",$0 ,"$4,007 ",,▲,100%,0,MEDIUM YIELD,951930,"$2,820 ",,,,"$2,820 ",,"$2,820 ",,"$2,820 ",,▲,"$6,827 ",,,,"$6,827 ",,"$6,827 ",,"$6,827 "
"Suite 039,  Burg Jesse Avenue",High-End,1 bathroom,3 bedrooms,San Francisco,US,5/1/2023,37.79859265,-122.4791729,5,May,2023,Apt-High-End-3 Bed.,"Suite 039,  Burg Jesse Avenue",35,Apartment,94129,6827,2820.42,6827,41.30%,,,8.60%,,,,8.60%,4006.58,990,"$6,827 ",2820.42,6827,6827,1,5.10%,,,,5.10%,,5.10%,,5.10%,,,▲,"$4,007 ",$0 ,$0 ,$0 ,"$4,007 ",$0 ,"$4,007 ",$0 ,"$4,007 ",,▲,100%,0,MEDIUM YIELD,951930,"$2,820 ",,,,"$2,820 ",,"$2,820 ",,"$2,820 ",,▲,"$6,827 ",,,,"$6,827 ",,"$6,827 ",,"$6,827 "
"Suite 039,  Burg Jesse Avenue",High-End,1 bathroom,3 bedrooms,San Francisco,US,4/1/2023,37.79859265,-122.4791729,4,Apr,2023,Apt-High-End-3 Bed.,"Suite 039,  Burg Jesse Avenue",35,Apartment,94129,6827,2820.42,6827,41.30%,,,8.60%,,,,8.60%,4006.58,990,"$6,827 ",2820.42,6827,6827,1,5.10%,,,,5.10%,,5.10%,,5.10%,,,▲,"$4,007 ",$0 ,$0 ,$0 ,"$4,007 ",$0 ,"$4,007 ",$0 ,"$4,007 ",,▲,100%,0,MEDIUM YIELD,951930,"$2,820 ",,,,"$2,820 ",,"$2,820 ",,"$2,820 ",,▲,"$6,827 ",,,,"$6,827 ",,"$6,827 ",,"$6,827 "
"Apt. 305,  Village Victor Mountain",High-End,3 bathrooms,3 bedrooms,South San Francisco,US,9/1/2023,37.66146224,-122.4402134,9,Sep,2023,Apt-High-End-3 Bed.,"Apt. 305,  Village Victor Mountain",37,Apartment,94080,5993,2528.88,5993,42.20%,42.20%,,11.30%,11.30%,,,11.30%,3464.12,936,"$5,993 ",2528.88,5993,5993,1,6.50%,6.50%,,,6.50%,,6.50%,,6.50%,,,▲,"$3,464 ","$3,464 ",$0 ,$0 ,"$3,464 ",$0 ,"$3,464 ",$0 ,"$3,464 ",,▲,100%,0,MEDIUM YIELD,636424,"$2,529 ","$2,529 ",,,"$2,529 ",,"$2,529 ",,"$2,529 ",,▲,"$5,993 ","$5,993 ",,,"$5,993 ",,"$5,993 ",,"$5,993 "
"Apt. 305,  Village Victor Mountain",High-End,3 bathrooms,3 bedrooms,South San Francisco,US,8/1/2023,37.66146224,-122.4402134,8,Aug,2023,Apt-High-End-3 Bed.,"Apt. 305,  Village Victor Mountain",37,Apartment,94080,5993,2528.88,5993,42.20%,,42.20%,11.30%,,11.30%,,11.30%,3464.12,936,"$5,993 ",2528.88,5993,5993,1,6.50%,,6.50%,,6.50%,,6.50%,,6.50%,,,▲,"$3,464 ",$0 ,"$3,464 ",$0 ,"$3,464 ",$0 ,"$3,464 ",$0 ,"$3,464 ",,▲,100%,0,MEDIUM YIELD,636424,"$2,529 ",,"$2,529 ",,"$2,529 ",,"$2,529 ",,"$2,529 ",,▲,"$5,993 ",,"$5,993 ",,"$5,993 ",,"$5,993 ",,"$5,993 "
"Apt. 305,  Village Victor Mountain",High-End,3 bathrooms,3 bedrooms,South San Francisco,US,7/1/2023,37.66146224,-122.4402134,7,Jul,2023,Apt-High-End-3 Bed.,"Apt. 305,  Village Victor Mountain",37,Apartment,94080,5993,2528.88,5993,42.20%,,,11.30%,,,,11.30%,3464.12,936,"$5,993 ",2528.88,5993,5993,1,6.50%,,,,6.50%,,6.50%,,6.50%,,,▲,"$3,464 ",$0 ,$0 ,$0 ,"$3,464 ",$0 ,"$3,464 ",$0 ,"$3,464 ",,▲,100%,0,MEDIUM YIELD,636424,"$2,529 ",,,,"$2,529 ",,"$2,529 ",,"$2,529 ",,▲,"$5,993 ",,,,"$5,993 ",,"$5,993 ",,"$5,993 "
"Apt. 305,  Village Victor Mountain",High-End,3 bathrooms,3 bedrooms,South San Francisco,US,6/1/2023,37.66146224,-122.4402134,6,Jun,2023,Apt-High-End-3 Bed.,"Apt. 305,  Village Victor Mountain",37,Apartment,94080,5993,2528.88,5993,42.20%,,,11.30%,,,,11.30%,3464.12,936,"$5,993 ",2528.88,5993,5993,1,6.50%,,,,6.50%,,6.50%,,6.50%,,,▲,"$3,464 ",$0 ,$0 ,$0 ,"$3,464 ",$0 ,"$3,464 ",$0 ,"$3,464 ",,▲,100%,0,MEDIUM YIELD,636424,"$2,529 ",,,,"$2,529 ",,"$2,529 ",,"$2,529 ",,▲,"$5,993 ",,,,"$5,993 ",,"$5,993 ",,"$5,993 "
"Apt. 305,  Village Victor Mountain",High-End,3 bathrooms,3 bedrooms,South San Francisco,US,5/1/2023,37.66146224,-122.4402134,5,May,2023,Apt-High-End-3 Bed.,"Apt. 305,  Village Victor Mountain",37,Apartment,94080,5993,2528.88,5993,42.20%,,,11.30%,,,,11.30%,3464.12,936,"$5,993 ",2528.88,5993,5993,1,6.50%,,,,6.50%,,6.50%,,6.50%,,,▲,"$3,464 ",$0 ,$0 ,$0 ,"$3,464 ",$0 ,"$3,464 ",$0 ,"$3,464 ",,▲,100%,0,MEDIUM YIELD,636424,"$2,529 ",,,,"$2,529 ",,"$2,529 ",,"$2,529 ",,▲,"$5,993 ",,,,"$5,993 ",,"$5,993 ",,"$5,993 "
